obj_ID,alpha,delta,u,g,r,i,z,run_ID,rerun_ID,cam_col,field_ID,spec_obj_ID,class,redshift,plate,MJD,fiber_ID
614,1.2376785792895555e+18,354.286822892514,23.9274455457207,20.65151,20.49443,20.37936,20.09624,20.01325,7708,301,2,170,8.633438545976252e+18,QSO,1.597926,7668,57579,138
615,1.23765171426119e+18,247.709342285253,46.9573395452521,23.2619,25.20869,21.39024,20.21216,19.56903,1453,301,2,49,9.617685352094652e+18,GALAXY,0.6636823,8542,57933,903
616,1.237664853114356e+18,232.683729062543,27.1734120640777,23.02329,21.05791,19.21988,18.52811,18.16864,4512,301,3,222,2.080715324776278e+18,GALAXY,0.3590495,1848,54180,190
617,1.237673704507114e+18,123.275249331791,41.7988782205356,22.57859,20.74747,19.3651,19.04412,18.79717,6573,301,2,253,6.147894897635758e+17,GALAXY,0.5245591,546,52205,175
618,1.2376672115817843e+18,132.015240753952,19.3851248209198,20.51673,18.93497,17.87224,18.09744,17.16131,5061,301,4,123,2.568267909721778e+18,STAR,9.317612e-05,2281,53711,328
619,1.2376593260221563e+18,230.289184845092,50.9831441580864,19.65419,18.71735,18.48321,18.39831,18.38927,3225,301,4,128,3.712113791111111e+18,STAR,-0.001400098,3297,54941,79
620,1.2376613623717563e+18,202.581471743905,46.766467332293,22.88016,20.35641,18.67167,18.02491,17.76396,3699,301,5,101,1.64732905405287e+18,GALAXY,0.3287762,1463,53063,500
621,1.2376654415321503e+18,234.871460572457,19.9679609813639,23.41375,22.55938,20.53761,19.57958,19.09692,4649,301,3,333,4.432833224654477e+18,GALAXY,0.4656341,3937,55352,601
622,1.2376623373345098e+18,251.584250234475,24.2527104170566,18.62927,16.67003,15.74984,15.31776,14.98127,3926,301,5,180,1.5921563864127508e+18,GALAXY,0.05671161,1414,53135,487
623,1.2376613629136735e+18,218.129048807907,43.4034164045005,19.82566,18.27589,17.47217,17.09877,16.77487,3699,301,6,178,1.5707909461387776e+18,GALAXY,0.09704988,1395,52825,584
624,1.2376517373914647e+18,234.593023919015,2.39693262648851,19.19541,17.92987,17.31759,16.97105,16.71395,1458,301,5,733,3.327136555839023e+18,GALAXY,0.0960606,2955,54562,372
625,1.237664817679238e+18,189.729372071337,36.3928038916897,26.0057,22.46396,21.12203,20.10008,19.56072,4504,301,1,197,4.4687548185347584e+18,GALAXY,0.5696977,3969,55307,211
626,1.2376663021671547e+18,52.407314976087,1.15820807866838,19.39894,17.41168,16.64261,16.37101,16.22265,4849,301,6,805,1.7070319835042547e+18,STAR,-6.228986e-05,1516,52933,610
627,1.237661360769664e+18,226.612852176423,38.3977400550509,23.72124,24.14449,21.70238,19.33897,17.88453,3699,301,2,231,5.817625525741705e+18,STAR,-0.0001216317,5167,56066,366
628,1.237662339475112e+18,238.025534217311,27.6885241957916,19.33662,18.37608,18.10387,17.97622,17.97495,3927,301,1,75,2.7855888711638323e+18,STAR,-0.0006848356,2474,54564,409
629,1.237658300603499e+18,148.537132520251,7.00637445187194,23.04234,22.7277,21.01551,19.91887,19.23287,2986,301,6,201,5.486781100205562e+18,GALAXY,0.6146672,4873,55926,985
630,1.237679322308477e+18,358.276968387958,-5.68185765836865,19.2375,18.68303,18.62163,18.6129,18.46014,7881,301,2,11,7.918546513944664e+18,QSO,2.586783,7033,56565,336
631,1.2376640929058e+18,145.29063634718,32.5938440800789,21.80054,21.72908,20.86005,20.69913,20.38149,4335,301,3,232,3.329436738274828e+18,GALAXY,0.4896367,2957,54807,548
632,1.237665024907478e+18,191.722299732239,34.7354341112577,22.19964,22.89093,21.92188,20.7752,19.75505,4552,301,3,137,1.1538252344925116e+19,GALAXY,0.739208,10248,58220,109
633,1.2376672110631977e+18,176.877908232847,29.4778856363251,19.81369,17.88664,16.9285,16.50398,16.15551,5061,301,3,402,2.5017889642816737e+18,GALAXY,0.0938614,2222,53799,143
634,1.2376622675388664e+18,231.692650880505,4.98810338649111,19.77625,18.40815,17.86416,17.56299,17.39371,3910,301,3,143,2.0660868787502057e+18,GALAXY,0.08716446,1835,54563,220
635,1.237665531722597e+18,238.983829072574,16.9477969280889,21.93383,20.99702,20.83142,20.80999,20.63901,4670,301,3,274,4.420304014358632e+18,STAR,-0.0009188279,3926,55327,76
636,1.2376683309594053e+18,231.964408245477,11.2452259960912,18.43972,17.20356,16.63969,16.29988,16.11602,5322,301,1,150,1.9389047075693135e+18,GALAXY,0.07617746,1722,53852,382
637,1.2376556930182687e+18,231.91000997139,-1.0884511696533,26.4415,23.18681,21.02246,19.77839,19.14985,2379,301,5,152,4.5149917571053215e+18,GALAXY,0.6084781,4010,55350,484
638,1.2376515387260273e+18,242.863348712174,52.0198706860865,17.72828,16.30174,15.76892,15.58431,15.51104,1412,301,3,379,2.450001974062508e+18,STAR,-0.0001122369,2176,54243,159
639,1.237680529207854e+18,355.15158710668,29.1609337506961,22.55005,23.64555,21.97292,20.57119,19.74413,8162,301,2,218,8.667334022840735e+18,GALAXY,0.6844816,7698,58013,569
640,1.2376672099848689e+18,165.11316528911,27.2530158561227,24.78977,22.65964,22.17739,21.51707,21.5344,5061,301,1,332,1.179177498597e+19,GALAXY,0.7334875,10473,58142,819
641,1.2376582061137595e+18,155.925578037846,47.4822634074572,22.0311,21.96928,22.12501,21.71077,21.3667,2964,301,6,194,8.316078244924512e+18,QSO,1.774838,7386,56769,660
642,1.2376648370007575e+18,128.223936061013,23.5051696563333,22.63331,20.39605,18.98606,17.61356,16.88465,4508,301,5,108,2.170759540344121e+18,STAR,-9.820908e-05,1928,53327,89
643,1.237651539244614e+18,159.252282080064,65.7141110304001,21.09633,20.80479,19.9228,19.78338,19.30915,1412,301,4,100,7.974970154781269e+18,GALAXY,0.280575,7083,56722,804
644,1.2376671068920228e+18,131.699256578791,19.5678573391769,24.71924,23.87523,21.89131,20.55599,19.82276,5037,301,1,124,1.2486427196733544e+19,GALAXY,0.7548181,11090,58487,717
645,1.237663479262085e+18,340.94202718508,0.106258579528261,19.21173,18.28379,17.89743,17.7559,17.67762,4192,301,4,228,2.1393451176585073e+18,GALAXY,0.1635427,1900,53262,492
646,1.2376517373696407e+18,184.66821959764,3.20209065602865,20.89096,19.0556,17.74681,17.22405,16.91065,1458,301,5,400,5.349276995972e+18,GALAXY,0.2523984,4751,55646,460
647,1.2376704575090854e+18,46.4617634129724,36.7374115833731,18.45894,17.0347,16.87862,16.83621,16.85768,5817,301,2,211,2.7483486788371354e+18,STAR,-0.0002009907,2441,54065,98
648,1.2376646732520494e+18,193.399788424598,37.3903024573018,24.82697,21.82203,21.56644,21.33856,21.1658,4470,301,4,61,4.47346210295961e+18,QSO,1.258208,3973,55323,952
649,1.237651495222575e+18,123.416280804741,48.2371819306517,19.76256,18.32011,17.6038,17.29411,17.00864,1402,301,2,121,4.95431999641643e+17,GALAXY,0.1234183,440,51885,131
650,1.237662701867697e+18,253.332261446266,45.6316506726932,22.41463,21.31763,19.68745,18.89656,18.42839,4011,301,4,147,6.787106984875547e+18,GALAXY,0.4913409,6028,56102,663
651,1.237659327098913e+18,238.965960846755,47.0542793693665,18.83846,17.61676,16.97262,16.57411,16.30945,3225,301,6,174,9.154407763961713e+17,GALAXY,0.1291769,813,52354,306
652,1.237662301904635e+18,233.165780052124,40.8067370360239,23.2003,21.88008,21.82867,21.94752,21.50446,3918,301,3,235,5.815510065319533e+18,QSO,2.568174,5165,56063,862
653,1.2376789186023263e+18,19.2751110413832,11.4082291948364,22.30517,20.87639,19.09427,18.44193,18.05398,7787,301,2,328,5.254606299765955e+18,GALAXY,0.3411134,4667,55868,114
654,1.237649961386705e+18,62.2175850263323,-6.43805642462581,24.11248,21.13815,19.83707,19.31063,18.88505,1045,301,1,187,1.8419945878837268e+18,GALAXY,0.3663725,1636,54481,81
655,1.237651540316848e+18,150.93345876668,64.8475076696186,20.94607,18.95944,17.91077,17.44149,17.09179,1412,301,6,77,5.4952797221476154e+17,GALAXY,0.1246504,488,51914,323
656,1.237661362908038e+18,200.791534649413,47.3715373677727,25.21003,22.57323,20.87454,19.74039,19.27469,3699,301,6,92,8.341842276935555e+18,GALAXY,0.679015,7409,56809,181
657,1.2376637831433423e+18,44.9961716486825,-0.827804063625939,20.19343,18.99045,18.46765,18.14333,18.25009,4263,301,2,416,3.584904967175119e+18,STAR,4.060072e-05,3184,54850,144
658,1.2376613607627822e+18,207.22527077309,44.5238190502151,25.94761,22.42162,20.77078,19.63544,19.41809,3699,301,2,126,7.462495750561488e+18,GALAXY,0.564781,6628,56366,113
659,1.2376793217779633e+18,12.8714779281979,-6.10892480637834,22.3874,20.18027,18.63015,17.99173,17.59441,7881,301,1,108,8.056017904083425e+18,GALAXY,0.292646,7155,56629,742
660,1.2376786179671327e+18,28.4044350738094,1.56260012704949,21.29954,21.54904,21.30869,21.08122,20.85569,7717,301,2,519,8.82593773184066e+18,QSO,0.8902327,7839,56900,30
661,1.2376613575466025e+18,192.39713760085,47.4134570965462,19.96743,18.10283,17.1848,16.74619,16.39692,3698,301,4,203,1.6405255518672916e+18,GALAXY,0.1135846,1457,53116,325
662,1.237655123937854e+18,189.872917245925,3.84333010794209,25.0945,21.56534,20.29474,19.32451,18.85088,2247,301,1,194,5.353784719002851e+18,GALAXY,0.5491362,4755,55660,475
663,1.2376637847475978e+18,30.4248924990195,0.42312172193752,22.66406,21.33782,19.60727,18.70263,18.29036,4263,301,5,319,1.7519965250613678e+18,GALAXY,0.5140786,1556,53740,350
664,1.2376604137260977e+18,143.313776164971,8.65727366943387,20.94109,20.41563,20.20152,19.88031,19.69101,3478,301,6,181,1.4682471960160768e+18,QSO,1.802312,1304,52993,268
665,1.237659131681899e+18,242.474361788496,36.7152082250871,22.42661,21.05891,20.92809,20.88029,20.99762,3180,301,2,235,5.589153326363336e+18,QSO,2.888613,4964,55749,677
666,1.2376786184778555e+18,328.67929046742,1.79525513506966,21.88038,21.14055,21.27307,21.16421,21.05631,7717,301,3,120,5.795195484978305e+18,QSO,2.418603,5147,55854,686
667,1.2376651274658122e+18,172.83706475168,33.579745809655,20.08396,18.1507,16.76175,16.25867,15.98148,4576,301,2,381,2.36222162548873e+18,GALAXY,0.221845,2098,53460,304
668,1.2376654426035328e+18,229.849001077229,22.8416688851515,21.92327,20.55675,19.88337,19.4296,19.13523,4649,301,5,297,4.4597138151191567e+18,QSO,0.6768369,3961,55654,88
669,1.2376593249501192e+18,234.103088982709,47.984814665338,25.55299,22.55719,20.52022,19.51034,18.93915,3225,301,2,154,7.576287508344099e+18,GALAXY,0.5100122,6729,56419,389
670,1.2376654415320195e+18,234.63198226447,20.0857528338755,23.56631,22.7824,21.52296,20.32913,19.77121,4649,301,3,331,4.432815082712619e+18,GALAXY,0.5424299,3937,55352,535
671,1.2376671433989816e+18,128.545626887272,20.30862651168,23.8554,23.46365,22.34371,21.28148,20.68295,5045,301,5,120,1.077041224566e+19,GALAXY,0.8311765,9566,58083,195
672,1.2376582045100283e+18,179.695969272196,49.743249316268,22.12291,20.9236,19.15075,18.46441,18.01325,2964,301,3,299,7.517851763292264e+18,GALAXY,0.3541562,6677,56385,793
673,1.237680241992008e+18,10.8407158784489,-7.87925051257138,21.05964,19.28268,17.92266,17.40539,17.07488,8095,301,3,372,8.054782058483177e+18,GALAXY,0.2003076,7154,56955,342
674,1.237651539255427e+18,219.171556198972,63.8402211615924,19.79651,18.26362,17.52106,17.12538,16.86988,1412,301,4,265,3.318151896086112e+18,GALAXY,0.1114956,2947,54533,454
675,1.23767885954148e+18,350.88672942849,12.451878548358,23.34136,22.24534,20.85051,19.75367,19.14906,7773,301,4,251,6.922117118956952e+18,STAR,0.0001107271,6148,56209,307
676,1.2376802752580815e+18,355.367551114576,26.0055832987252,20.48314,18.62508,17.39396,16.86297,16.46205,8103,301,1,68,7.099048062136636e+18,GALAXY,0.1775567,6305,56563,906
677,1.2376648461231063e+18,202.43783452602,37.3472361061598,19.9846,18.07182,17.24438,16.87683,16.57778,4510,301,6,40,2.36679423045982e+18,GALAXY,0.05658355,2102,54115,555
678,1.2376515397988516e+18,241.600046478896,54.1004144236507,20.63973,20.49656,20.40779,20.48239,20.27956,1412,301,5,365,9.472210342409165e+18,QSO,0.8818036,8413,57897,52
679,1.2376613629094136e+18,205.2881994096,46.7374011849819,19.46042,18.61989,18.16355,17.77893,17.69086,3699,301,6,113,1.6495649112667195e+18,GALAXY,0.1404993,1465,53082,442
680,1.237661360765207e+18,214.571788706621,42.765570171526,25.22534,22.37242,21.62454,20.53819,19.70555,3699,301,2,163,9.571389308549747e+18,GALAXY,0.635275,8501,57519,415
681,1.2376626358321155e+18,225.110414342002,10.6782229016485,19.51497,18.68418,18.30098,17.9299,17.8161,3996,301,1,140,1.9320723418948836e+18,GALAXY,0.09507659,1716,53827,102
682,1.2376682965939e+18,186.034050931756,18.8096098774248,24.21573,21.15362,19.36999,18.5583,18.1706,5314,301,1,62,2.9397393004067814e+18,GALAXY,0.446896,2611,54477,53
683,1.2376737055777759e+18,113.872597238852,41.0438509678471,21.01646,20.58117,20.54697,20.43933,20.88879,6573,301,4,206,4.118789336673311e+18,STAR,-0.0002623022,3658,55205,900
684,1.2376613607607508e+18,200.859206259218,45.5877743057801,23.45067,22.52407,21.0272,19.92437,19.48654,3699,301,2,95,7.459144989211383e+18,GALAXY,0.6045164,6625,56386,211
685,1.237680333792674e+18,13.3712297815056,30.7366205087308,22.01211,20.61868,18.97135,18.34082,17.92672,8116,301,6,307,7.041638706810477e+18,GALAXY,0.3195285,6254,56268,948
686,1.2376737012818253e+18,41.724226716639,-3.84833249261556,24.71085,22.88286,22.40822,21.84256,20.98551,6572,301,4,191,1.0487937256916275e+19,GALAXY,0.7657595,9315,57713,653
687,1.2376709659294436e+18,156.371028181549,18.2575616975716,21.47217,19.7279,18.21785,17.66221,17.20782,5935,301,5,266,6.624841882542561e+18,GALAXY,0.3057205,5884,56046,170
688,1.237659346953241e+18,201.034448511542,7.06034488049353,24.61371,22.27508,20.52413,19.63161,19.2143,3230,301,3,23,6.11257034306672e+18,GALAXY,0.4736816,5429,55979,217
689,1.2376613618411113e+18,221.094428167656,41.6198220514285,17.53591,16.04739,15.33247,14.96265,14.70767,3699,301,4,196,1.571766217767676e+18,GALAXY,0.05894581,1396,53112,36
690,1.2376672110542848e+18,154.162398194976,26.0139435767991,19.62136,17.6948,16.69672,16.25439,15.8846,5061,301,3,266,2.645944833717332e+18,GALAXY,0.116752,2350,53765,291
691,1.2376802468131643e+18,357.067552881621,20.1967899204458,23.36262,22.88512,22.49509,21.27956,20.08286,8096,301,4,209,8.554673095922963e+18,GALAXY,0.594171,7598,56956,311
692,1.2376650265104876e+18,170.340470031425,35.2662249504396,19.08624,17.46294,16.50362,16.04291,15.68903,4552,301,6,21,2.3768124197846646e+18,GALAXY,0.1034781,2111,53467,137
693,1.2376683502837432e+18,215.70790888341,15.6754749176262,19.35615,19.24499,19.18492,18.8883,18.9163,5326,301,5,104,3.0918701990166134e+18,QSO,1.658127,2746,54232,542
694,1.237658303277433e+18,154.54601774265,56.0743870856593,21.13171,21.07853,20.74541,20.72462,20.33599,2987,301,3,42,9.217746510149869e+18,QSO,1.227593,8187,57423,14
695,1.2376582045239214e+18,224.837435833681,42.2686526068136,19.08627,18.04377,17.77384,17.5432,17.50123,2964,301,3,511,1.452411475451734e+18,GALAXY,0.05711041,1290,52734,2
696,1.2376651280286351e+18,239.600285697185,21.8323298229035,19.51481,18.29151,17.82701,17.50729,17.2911,4576,301,3,777,2.4443493732749414e+18,GALAXY,0.08541662,2171,53557,75
697,1.2376591332816325e+18,214.756165938109,51.9701914682219,19.25529,17.71439,17.12531,16.77495,16.55531,3180,301,5,69,1.176724327798696e+18,GALAXY,0.07806537,1045,52725,578
698,1.2376719392623823e+18,234.185696746932,59.3096210787434,23.56041,22.04006,20.61942,19.83357,19.25919,6162,301,2,52,7.655042228696669e+18,GALAXY,0.5183166,6799,56478,177
699,1.2376788772509463e+18,332.084915619123,11.1069203598481,22.40616,22.43695,20.79276,19.58743,19.14778,7777,301,5,140,5.701638315616524e+18,GALAXY,0.6889142,5064,55864,295
700,1.2376583000682662e+18,152.43124221723,6.94416893012499,22.56682,21.45651,19.96826,19.20932,18.83022,2986,301,5,226,5.488997161713818e+18,GALAXY,0.5401762,4875,55677,855
701,1.2376627023987343e+18,242.187273807789,57.0775288300853,23.73433,23.04072,22.75126,21.7524,19.71882,4011,301,5,58,9.082807035410799e+18,GALAXY,0.2297008,8067,58253,627
702,1.2376792552055117e+18,27.9321453178913,-3.96394961752426,24.49326,22.56033,21.08791,19.73999,19.12465,7865,301,5,101,7.938928710895556e+18,GALAXY,0.6688941,7051,56574,758
703,1.237680302103594e+18,338.313433872306,24.7233523590758,22.22892,21.44138,21.30061,21.31254,21.61038,8109,301,3,98,7.091048834210748e+18,STAR,-0.001576171,6298,56208,477
704,1.2376637831240748e+18,1.00197946818608,-0.761390834480735,21.9542,20.175,19.71993,19.64438,19.62641,4263,301,2,122,4.746819387906087e+18,QSO,0.5157316,4216,55477,92
705,1.2376663000162634e+18,44.6950797485071,-0.493032000596072,20.56026,19.16675,18.56615,18.24243,17.93525,4849,301,2,753,9.030402082896877e+17,GALAXY,0.04525781,802,52289,249
706,1.2376544007726702e+18,215.680446577636,62.5450929696108,25.01693,23.1691,21.07198,19.88214,19.2479,2078,301,6,193,8.012126225408742e+18,GALAXY,0.6405968,7116,56681,809
707,1.2376570700894707e+18,36.7585528723102,-0.568381390774597,22.61619,22.18425,21.78149,21.87491,22.25152,2700,301,2,111,7.172076519489296e+18,QSO,1.107886,6370,56238,342
708,1.2376786179458335e+18,339.7555436801,1.43434116722145,21.04383,19.99063,19.61863,19.65053,19.38376,7717,301,2,194,4.835836405438765e+18,STAR,-0.0005960371,4295,55858,350
709,1.2376793174803092e+18,3.61497299107538,9.11946196605597,23.35859,23.28948,21.8842,20.39185,19.79643,7880,301,1,67,5.107295106081512e+18,GALAXY,0.6855428,4536,55857,775
710,1.2376654415225815e+18,212.277799093148,26.9337512628457,21.12569,20.4605,20.30499,20.28942,19.87764,4649,301,3,187,6.767874602377173e+18,QSO,3.134422,6011,56103,328
711,1.2376591198590735e+18,212.673295523793,51.7722714420248,25.72516,23.62266,21.65535,20.28858,19.52205,3177,301,4,57,9.463347453015382e+18,GALAXY,0.6857861,8405,57835,577
712,1.2376576279198433e+18,189.556376079148,51.3150175765206,24.24102,22.33448,21.11695,20.96843,19.39845,2830,301,1,439,9.263044190258092e+18,STAR,-0.000107835,8227,57427,966
713,1.2376637826024735e+18,35.8356186403651,-1.16721623407796,20.18079,19.28114,18.96957,18.70135,18.63233,4263,301,1,355,1.2069982795821486e+18,GALAXY,0.07280538,1072,52643,122
714,1.2376786002376136e+18,14.5607414057017,16.3724297780696,25.78505,22.12292,20.50476,19.4422,19.02895,7713,301,1,324,6.423341810706569e+18,GALAXY,0.5803387,5705,56194,301
715,1.23766266320919e+18,221.716012305879,34.3130837581119,22.49653,21.53984,20.75402,20.24038,20.13225,4002,301,4,89,1.2104662461439e+19,QSO,1.450604,10751,58220,409
716,1.2376677823110843e+18,217.084887124003,18.968333195834,23.89864,19.67801,17.99731,17.42656,17.03214,5194,301,3,665,3.1233115637133087e+18,GALAXY,0.3195509,2774,54534,237
717,1.2376582061278495e+18,205.323160422602,49.2709676604391,20.50449,20.54554,20.20374,20.15594,20.10952,2964,301,6,409,8.365544728939485e+18,QSO,1.192019,7430,57105,394
718,1.2376675514138627e+18,152.559869045621,22.2597838235051,19.81404,18.68159,18.24694,18.09616,18.07071,5140,301,5,13,3.5793587553111654e+18,STAR,3.228067e-05,3179,54830,447
719,1.2376663010939374e+18,53.6742689087346,0.2613358605939,21.00706,19.60839,18.91762,18.55762,18.36646,4849,301,4,813,9.076018122389197e+17,GALAXY,0.1375576,806,52592,460
720,1.2376582039815455e+18,208.390332763023,47.0180237467574,22.72395,20.35883,18.61344,18.04032,17.67068,2964,301,2,427,1.445658824823302e+18,GALAXY,0.3137903,1284,52736,12
721,1.2376803337943127e+18,17.6075582017484,30.4328974913366,24.3801,19.65418,18.01773,17.41869,17.04237,8116,301,6,332,7.051638490371742e+18,GALAXY,0.3382316,6263,56279,463
722,1.2376674301010255e+18,157.94013744861,24.8637714001907,22.82686,21.78667,20.02194,19.00016,18.5707,5112,301,3,318,7.277838819034158e+18,GALAXY,0.5619115,6464,56309,79
723,1.2376793233921807e+18,21.1277077011545,-4.80173990122362,21.381,20.63711,18.99219,18.28533,17.86549,7881,301,4,163,7.933100199656051e+18,GALAXY,0.4198553,7046,56568,34
724,1.237657587098125e+18,41.2474979899356,0.701595462098387,24.51436,23.1971,23.15426,23.36433,21.84025,2820,301,5,141,8.260935261095221e+18,QSO,0.3092097,7337,56662,755
725,1.2376785980890156e+18,356.687045358699,3.30641285176082,22.01007,21.62544,21.28935,21.37668,21.03161,7712,301,5,307,4.817831346906094e+18,QSO,1.081863,4279,55508,384
726,1.2376625010782374e+18,236.516838824297,40.1137510165346,20.31935,18.61988,17.66688,17.24559,16.94274,3964,301,6,151,1.8916798470973297e+18,GALAXY,0.117576,1680,53171,611
727,1.2376613559354655e+18,190.506172748475,46.1694962054806,19.6216,19.56371,19.31711,19.17375,19.16271,3698,301,1,195,8.35436928684919e+18,QSO,1.280053,7420,56753,698
728,1.237659331396764e+18,260.179074643015,25.6986981264283,19.25597,17.27186,16.38796,15.96442,15.62503,3226,301,6,218,5.647715788888758e+18,GALAXY,0.04892171,5016,55709,734
729,1.2376634626088635e+18,354.386124242892,0.730408967398668,22.69377,20.75492,19.45493,18.70022,18.33369,4188,301,5,72,1.6743041957898752e+18,STAR,-0.0002115561,1487,52964,331
730,1.2376648531161907e+18,236.82194435013,25.1603689081352,23.70864,20.7756,19.71128,19.61595,19.82036,4512,301,3,250,4.443935268102494e+18,QSO,3.630574,3947,55332,30
731,1.2376536652521807e+18,134.783301650159,1.9551765315434,22.4827,21.73445,21.61612,21.62582,20.93466,1907,301,4,81,4.2966534855320095e+18,STAR,0.0007391905,3816,55272,798
732,1.2376576321883348e+18,143.072780541328,48.0978549688786,25.25361,23.85349,22.26505,21.02409,19.93223,2831,301,1,35,8.227140122921162e+18,GALAXY,0.8015516,7307,56720,689
733,1.2376545999555139e+18,156.265966911479,3.29822168081114,22.45739,20.96173,20.7606,20.76648,20.65342,2125,301,1,250,5.335802480940046e+18,STAR,0.0003756362,4739,55644,592
734,1.2376578791481034e+18,113.553729482791,21.8766519631963,25.89141,25.49905,21.96472,20.74524,19.93722,2888,301,5,22,1.2480755915338e+19,GALAXY,0.8218112,11085,58462,565
735,1.2376672099806095e+18,154.475020242968,25.2675138525855,23.52242,22.71045,22.17099,20.96162,20.77747,5061,301,1,267,1.083018196898312e+19,GALAXY,0.8835301,9619,57866,548
736,1.2376799982359027e+18,344.74166939116,-1.85120595828424,23.81454,22.3871,20.68256,19.80978,19.30242,8038,301,5,117,4.911363507914824e+18,GALAXY,0.4923188,4362,55828,684
737,1.2376648531114724e+18,225.837235652738,29.9895704959722,19.17195,17.72592,16.97673,16.58472,16.29537,4512,301,3,178,2.07620760127566e+18,GALAXY,0.08164205,1844,54138,175
738,1.2376613816963569e+18,140.598684596379,31.8741421243165,23.67088,22.01094,20.25725,19.46591,19.07656,3704,301,1,59,6.539446942262647e+18,GALAXY,0.4542017,5808,56325,801
739,1.23766226378077e+18,216.958981820901,8.67662124313457,24.90037,22.41159,20.99407,19.91388,19.45894,3909,301,4,143,6.149727238999005e+18,STAR,-0.0001459202,5462,55978,225
740,1.2376582039873787e+18,225.622393241334,41.6244782134954,23.76196,21.94977,20.32017,19.40649,19.0004,2964,301,2,516,6.816378732967908e+18,GALAXY,0.4972711,6054,56089,657
741,1.2376648176759603e+18,180.451437805746,36.5290497754461,21.54779,19.54646,18.14407,17.53816,17.14476,4504,301,1,147,5.235705141437684e+18,GALAXY,0.3024052,4650,55648,984
742,1.2376793196241226e+18,355.102480192082,10.5638073703087,20.2978,18.09558,16.77809,16.2623,15.90722,7880,301,5,11,6.933373644627532e+18,GALAXY,0.1857788,6158,56239,298
743,1.2376786173979525e+18,314.53296822356,0.452299876674569,20.91966,20.78507,20.57025,20.32894,20.47723,7717,301,1,26,1.1080166660647424e+18,GALAXY,0.03010026,984,52442,477
744,1.237661360759899e+18,198.115472307288,46.0558755581541,24.68633,23.05483,21.57807,20.18355,19.49449,3699,301,2,82,8.340818631123555e+18,GALAXY,0.730256,7408,56780,553
745,1.2376727644472607e+18,353.642205955474,10.4537403733479,20.24587,18.41069,17.23849,16.7318,16.34213,6354,301,3,270,6.941378638513461e+18,GALAXY,0.1866587,6165,56208,748
746,1.2376621956015063e+18,188.846425980423,43.1821934422214,22.55235,22.0034,22.15107,21.81506,21.28623,3893,301,5,194,5.29762413971219e+18,QSO,2.157605,4705,55705,964
747,1.237661354316268e+18,177.905349597162,58.256370882102,22.22064,22.4742,22.19468,22.42054,22.6893,3697,301,6,64,9.270843576375597e+18,QSO,2.05255,8234,57450,668
748,1.2376682719034737e+18,214.283335832831,17.427270175911,22.71822,20.13476,18.55865,17.97655,17.55064,5308,301,3,148,6.140931421475461e+18,GALAXY,0.2806122,5454,56015,994
749,1.2376581926874647e+18,131.404062593477,35.8910459163801,21.42205,19.41194,17.94507,17.38792,17.0711,2961,301,5,125,5.18937393058312e+18,GALAXY,0.2810002,4609,56251,368
750,1.2376794334507827e+18,13.8070190837748,-3.64224015891922,21.63772,20.94336,20.63526,20.17253,19.91303,7907,301,1,164,8.9082301367444e+18,QSO,1.572623,7912,57310,400
751,1.2376648176753713e+18,178.794504962938,36.4840214255098,23.48527,23.86552,21.49329,20.46324,19.81022,4504,301,1,138,9.980111314172008e+18,GALAXY,0.6319285,8864,57428,489
752,1.2376648461224517e+18,200.671227322414,37.5432214690901,22.60504,21.69427,21.49234,21.34953,20.84043,4510,301,6,30,4.48222026752828e+18,STAR,-0.0004678356,3981,55603,46
753,1.2376621955975089e+18,176.33942446002,42.9068436496956,21.57767,21.74272,21.53766,21.23604,20.77569,3893,301,5,133,9.42385051971645e+18,QSO,1.466709,8370,57732,248
754,1.23766096347562e+18,135.654330968028,34.3663089602022,19.88447,18.12503,17.24888,16.87873,16.57792,3606,301,6,85,1.3634692349606236e+18,GALAXY,0.1149789,1211,52964,16
755,1.2376662264441736e+18,312.217424190961,1.38901411123457,16.24714,14.80113,14.13976,13.83597,13.6677,4832,301,1,436,3.1694764815375667e+18,STAR,-0.0004059742,2815,54414,248
756,1.237666301630481e+18,52.8675917126691,0.702430521527864,22.9603,21.83552,19.93958,19.16766,18.81553,4849,301,5,808,1.7070394052077425e+18,GALAXY,0.4214091,1516,52933,637
757,1.2376682992878223e+18,209.213179564537,19.2586849938205,20.00214,18.49875,17.7973,17.36051,17.01491,5314,301,6,208,3.10312755344811e+18,GALAXY,0.1329563,2756,54508,536
758,1.2376593244056458e+18,209.297867362915,56.5600823316915,23.91096,21.91055,20.24478,19.40987,18.82904,3225,301,1,38,7.660744295478221e+18,GALAXY,0.4580798,6804,56447,441
759,1.2376607653743173e+18,129.087911555356,29.9045910844866,25.32232,23.4603,22.15218,20.55217,19.92225,3560,301,5,147,1.2006677562678071e+19,STAR,7.460838e-05,10664,58464,294
760,1.2376675422894172e+18,147.317355723144,20.6215270144575,23.1958,22.71898,22.02127,21.54939,20.86747,5138,301,4,49,1.0785138276144796e+19,GALAXY,0.7974405,9579,57867,520
761,1.2376655306358787e+18,208.243378375226,24.548132315725,18.41839,17.64551,16.69242,16.37702,16.66194,4670,301,1,76,2.3812923810528886e+18,GALAXY,0.05620543,2115,53535,51
